Name,Fecha,Lote,Formula,FechaNacimiento,GramosAlimentoPruebas,Litros de agua,FechaCambioBebedero,Tazas de alimento,FechaCreacionDeRegistro,Edad,Tazas de hidrogel
"PB01323-02, PB01823-02-2023-02-16T14:25:00.000Z",16/2/2023 8:25am,"PB01323-02,PB01823-02",TAI 2 (FM),"13/1/2023, 18/1/2023",,,,1,16/2/2023 8:26am,NaN,
PB01323-03-2023-02-08T14:42:00.000Z,8/2/2023 8:42am,PB01323-03,TAI 2 (FM),13/1/2023,,,,1,8/2/2023 8:42am,26,
PB01723-01-2023-02-07T16:09:00.000Z,7/2/2023 10:09am,PB01723-01,DDG 2,17/1/2023,,3,,1,9/2/2023 10:09am,21,
PB01723-02-2023-02-07T16:07:00.000Z,7/2/2023 10:07am,PB01723-02,TAI 2 (FM),17/1/2023,,3,,1,9/2/2023 10:07am,21,
"PB01723-04, PB01323-04, PB01823-04-2023-02-10T14:26:00.000Z",10/2/2023 8:26am,"PB01723-04,PB01323-04,PB01823-04",,"17/1/2023, 13/1/2023, 18/1/2023",,,,,10/2/2023 8:26am,NaN,1
"PB01723-04, PB01723-03-2023-02-07T16:09:00.000Z",7/2/2023 10:09am,"PB01723-04,PB01723-03",TAI 2 (LH),"17/1/2023, 17/1/2023",,3,,1,9/2/2023 10:09am,NaN,
PB01823-01-2023-02-13T14:19:00.000Z,13/2/2023 8:19am,PB01823-01,,18/1/2023,,2,,,13/2/2023 8:19am,26,
"PB01823-01, PB01323-01-2023-02-01T22:24:00.000Z",1/2/2023 4:24pm,"PB01823-01,PB01323-01",DDG 2,"18/1/2023, 13/1/2023",,,,1,1/2/2023 4:25pm,NaN,
"PB01823-01, PB01323-01-2023-02-02T14:36:00.000Z",2/2/2023 8:36am,"PB01823-01,PB01323-01",DDG 2,"18/1/2023, 13/1/2023",,,,1,2/2/2023 8:37am,NaN,
"PB01823-01, PB01323-01-2023-02-07T14:27:00.000Z",7/2/2023 8:27am,"PB01823-01,PB01323-01",DDG 2,"18/1/2023, 13/1/2023",,,,1,7/2/2023 8:27am,NaN,
"PB01823-01, PB01323-01-2023-02-08T14:41:00.000Z",8/2/2023 8:41am,"PB01823-01,PB01323-01",DDG 2,"18/1/2023, 13/1/2023",,,,1,8/2/2023 8:41am,NaN,
"PB01823-01, PB01323-01, PB01723-01-2023-02-09T13:55:00.000Z",9/2/2023 7:55am,"PB01823-01,PB01323-01,PB01723-01",DDG 2,"18/1/2023, 13/1/2023, 17/1/2023",,,,1,9/2/2023 7:55am,NaN,
"PB01823-02, PB01323-02-2023-02-13T14:27:00.000Z",13/2/2023 8:27am,"PB01823-02,PB01323-02",TAI 2 (FM),"18/1/2023, 13/1/2023",,,,1,13/2/2023 8:28am,NaN,
"PB01823-02, PB01323-02, GMX00323-01-2023-02-16T14:47:00.000Z",16/2/2023 8:47am,"PB01823-02,PB01323-02,GMX00323-01",,"18/1/2023, 13/1/2023, 3/1/2023",,2,,,16/2/2023 8:47am,NaN,
PB01823-03-2023-02-11T16:15:00.000Z,11/2/2023 10:15am,PB01823-03,TAI 2 (LH),18/1/2023,,,,1,11/2/2023 10:16am,24,
"PB01823-03, PB01323-03, PB01323-04, PB01823-04-2023-02-13T14:26:00.000Z",13/2/2023 8:26am,"PB01823-03,PB01323-03,PB01323-04,PB01823-04",TAI 2 (LH),"18/1/2023, 13/1/2023, 13/1/2023, 18/1/2023",,,,1,13/2/2023 8:27am,NaN,
"PB01823-03, PB01323-03, PB01823-04, PB01323-04-2023-02-16T14:28:00.000Z",16/2/2023 8:28am,"PB01823-03,PB01323-03,PB01823-04,PB01323-04",TAI 2 (LH),"18/1/2023, 13/1/2023, 18/1/2023, 13/1/2023",,,,1,16/2/2023 8:28am,NaN,
"PB01823-04, PB01323-04-2023-02-13T14:15:00.000Z",13/2/2023 8:15am,"PB01823-04,PB01323-04",,"18/1/2023, 13/1/2023",,,,,13/2/2023 8:15am,NaN,1
"PB01823-04, PB01323-04-2023-02-16T14:29:00.000Z",16/2/2023 8:29am,"PB01823-04,PB01323-04",,"18/1/2023, 13/1/2023",,,,,16/2/2023 8:29am,NaN,1
PB01823-05-2023-02-09T21:33:00.000Z,9/2/2023 3:33pm,PB01823-05,,18/1/2023,,9,,,9/2/2023 3:33pm,22,
PB01823-05-2023-02-14T14:45:00.000Z,14/2/2023 8:45am,PB01823-05,,18/1/2023,,3,,,14/2/2023 8:45am,27,
PB01823-05-2023-02-15T18:12:00.000Z,15/2/2023 12:12pm,PB01823-05,,18/1/2023,,6,,,16/2/2023 12:12pm,28,
PB01823-05-2023-02-15T18:12:00.000Z,15/2/2023 12:12pm,PB01823-05,,18/1/2023,,6,,,16/2/2023 12:12pm,28,
"PB01823-05, PB01823-06, PB00623-01, PB00623-02-2023-02-02T14:41:00.000Z",2/2/2023 8:41am,"PB01823-05,PB01823-06,PB00623-01,PB00623-02",DDG 2,"18/1/2023, 18/1/2023, 6/1/2023, 6/1/2023",,,,3,2/2/2023 8:41am,NaN,
"PB01823-05, PB01823-06, PB00623-01, PB00623-02-2023-02-03T14:32:00.000Z",3/2/2023 8:32am,"PB01823-05,PB01823-06,PB00623-01,PB00623-02",DDG 2,"18/1/2023, 18/1/2023, 6/1/2023, 6/1/2023",,,,6,3/2/2023 8:32am,NaN,
"PB01823-05, PB01823-06, PB00623-01, PB00623-02-2023-02-07T14:32:00.000Z",7/2/2023 8:32am,"PB01823-05,PB01823-06,PB00623-01,PB00623-02",DDG 2,"18/1/2023, 18/1/2023, 6/1/2023, 6/1/2023",,,,3,7/2/2023 8:32am,NaN,
"PB01823-05, PB01823-06, PB02523-03, PB02523-04-2023-02-14T14:46:00.000Z",14/2/2023 8:46am,"PB01823-05,PB01823-06,PB02523-03,PB02523-04",DDG 2,"18/1/2023, 18/1/2023, 25/1/2023, 25/1/2023",,,,,14/2/2023 8:46am,NaN,
"PB01823-05, PB01823-06, PB02523-04, PB02523-03-2023-02-16T14:36:00.000Z",16/2/2023 8:36am,"PB01823-05,PB01823-06,PB02523-04,PB02523-03",DDG 2,"18/1/2023, 18/1/2023, 25/1/2023, 25/1/2023",,,,6,16/2/2023 8:36am,NaN,
"PB01823-05, PB02523-03-2023-02-15T15:29:00.000Z",15/2/2023 9:29am,"PB01823-05,PB02523-03",DDG 2,"18/1/2023, 25/1/2023",,,,3,15/2/2023 9:29am,NaN,
"PB01823-05, PB02523-03-2023-02-17T22:32:00.000Z",17/2/2023 4:32pm,"PB01823-05,PB02523-03",DDG 2,"18/1/2023, 25/1/2023",,,,6,17/2/2023 4:32pm,NaN,
PB01823-06-2023-02-09T21:31:00.000Z,9/2/2023 3:31pm,PB01823-06,,18/1/2023,,,,,9/2/2023 3:31pm,22,6
PB01823-06-2023-02-13T14:29:00.000Z,13/2/2023 8:29am,PB01823-06,,18/1/2023,,,,,13/2/2023 8:29am,26,6
PB01823-06-2023-02-15T15:28:00.000Z,15/2/2023 9:28am,PB01823-06,DDG 2,18/1/2023,,,,1,15/2/2023 9:28am,28,4
"PB02423-01, PB02323-01, PB02423-02, PB02523-01, PB02523-02, PB02323-02-2023-02-07T16:10:00.000Z",7/2/2023 10:10am,"PB02423-01,PB02323-01,PB02423-02,PB02523-01,PB02523-02,PB02323-02",DDG 2,"24/1/2023, 23/1/2023, 24/1/2023, 25/1/2023, 25/1/2023, 23/1/2023",,3,,1,9/2/2023 10:11am,NaN,
"PB02423-02, PB03023-01, PB02723-01, PB02623-01, PB02323-01, PB02323-02, PB01723-01, PB02423-01, PB01823-01, PB02523-02-2023-02-17T22:34:00.000Z",17/2/2023 4:34pm,"PB02423-02,PB03023-01,PB02723-01,PB02623-01,PB02323-01,PB02323-02,PB01723-01,PB02423-01,PB01823-01,PB02523-02",DDG 2,"24/1/2023, 30/1/2023, 27/1/2023, 26/1/2023, 23/1/2023, 23/1/2023, 17/1/2023, 24/1/2023, 18/1/2023, 25/1/2023",,,,1,17/2/2023 4:34pm,NaN,
"PB02423-02, PB03923-01, PB02623-01, PB02723-01, PB01723-01, PB02323-02, PB02323-01, PB02423-01, PB01323-01, PB01823-01, PB02523-02, PB02523-01-2023-02-16T14:32:00.000Z",16/2/2023 8:32am,"PB02423-02,PB03923-01,PB02623-01,PB02723-01,PB01723-01,PB02323-02,PB02323-01,PB02423-01,PB01323-01,PB01823-01,PB02523-02,PB02523-01",DDG 2,"24/1/2023, 8/2/2023, 26/1/2023, 27/1/2023, 17/1/2023, 23/1/2023, 23/1/2023, 24/1/2023, 13/1/2023, 18/1/2023, 25/1/2023, 25/1/2023",,,,1,16/2/2023 8:32am,NaN,
"PB02523-01, PB02423-02, PB02523-02, PB01823-01, PB01323-01, PB02423-01, PB01723-01, PB02323-02, PB02323-01, PB02623-01, PB02723-01-2023-02-10T14:19:00.000Z",10/2/2023 8:19am,"PB02523-01,PB02423-02,PB02523-02,PB01823-01,PB01323-01,PB02423-01,PB01723-01,PB02323-02,PB02323-01,PB02623-01,PB02723-01",DDG 2,"25/1/2023, 24/1/2023, 25/1/2023, 18/1/2023, 13/1/2023, 24/1/2023, 17/1/2023, 23/1/2023, 23/1/2023, 26/1/2023, 27/1/2023",,,,1,10/2/2023 8:20am,NaN,
"PB02523-01, PB02523-02, PB01823-01, PB01323-01, PB02423-01, PB01723-01, PB02323-02, PB02323-01, PB02623-01, PB02723-01, PB02423-02, PB03023-01-2023-02-14T14:44:00.000Z",14/2/2023 8:44am,"PB02523-01,PB02523-02,PB01823-01,PB01323-01,PB02423-01,PB01723-01,PB02323-02,PB02323-01,PB02623-01,PB02723-01,PB02423-02,PB03023-01",DDG 2,"25/1/2023, 25/1/2023, 18/1/2023, 13/1/2023, 24/1/2023, 17/1/2023, 23/1/2023, 23/1/2023, 26/1/2023, 27/1/2023, 24/1/2023, 30/1/2023",,,,1,14/2/2023 8:44am,NaN,
"PB02523-01, PB02523-02, PB02423-01, PB01323-01, PB01823-01, PB01723-01, PB02323-02, PB02323-01, PB02723-01, PB02623-01, PB02423-02, PB03023-01-2023-02-13T14:25:00.000Z",13/2/2023 8:25am,"PB02523-01,PB02523-02,PB02423-01,PB01323-01,PB01823-01,PB01723-01,PB02323-02,PB02323-01,PB02723-01,PB02623-01,PB02423-02,PB03023-01",DDG 2,"25/1/2023, 25/1/2023, 24/1/2023, 13/1/2023, 18/1/2023, 17/1/2023, 23/1/2023, 23/1/2023, 27/1/2023, 26/1/2023, 24/1/2023, 30/1/2023",,,,1,13/2/2023 8:25am,NaN,
PB02523-03-2023-02-13T14:50:00.000Z,13/2/2023 8:50am,PB02523-03,,25/1/2023,,6,,,13/2/2023 8:51am,19,
PB02523-03-2023-02-15T18:13:00.000Z,15/2/2023 12:13pm,PB02523-03,,25/1/2023,,3,,,16/2/2023 12:13pm,21,
PB02523-04-2023-02-09T13:58:00.000Z,9/2/2023 7:58am,PB02523-04,DDG 2,25/1/2023,,,,3,9/2/2023 7:58am,15,
PB02523-04-2023-02-10T20:35:00.000Z,10/2/2023 2:35pm,PB02523-04,,25/1/2023,,4,10/2/2023,,10/2/2023 2:35pm,16,
PB02523-04-2023-02-13T14:50:00.000Z,13/2/2023 8:50am,PB02523-04,,25/1/2023,,,,,13/2/2023 8:50am,19,6
PB02523-04-2023-02-15T15:29:00.000Z,15/2/2023 9:29am,PB02523-04,DDG 2,25/1/2023,,,,3,15/2/2023 9:30am,21,4
"PB02523-04, PB01823-06-2023-02-17T22:31:00.000Z",17/2/2023 4:31pm,"PB02523-04,PB01823-06",DDG 2,"25/1/2023, 18/1/2023",,,,6,17/2/2023 4:31pm,NaN,6
"PB02523-04, PB02523-03, PB01823-05, PB01823-06, PB00623-01-2023-02-13T14:18:00.000Z",13/2/2023 8:18am,"PB02523-04,PB02523-03,PB01823-05,PB01823-06,PB00623-01",DDG 2,"25/1/2023, 25/1/2023, 18/1/2023, 18/1/2023, 6/1/2023",,,,6,13/2/2023 8:18am,NaN,
PB02623-01-2023-02-08T16:14:00.000Z,8/2/2023 10:14am,PB02623-01,DDG 2,26/1/2023,,2,,1,9/2/2023 10:15am,13,
PB02623-02-2023-02-07T16:14:00.000Z,7/2/2023 10:14am,PB02623-02,DDG3,26/1/2023,,3,,1,9/2/2023 10:14am,12,
PB02623-02-2023-02-17T22:35:00.000Z,17/2/2023 4:35pm,PB02623-02,DDG3,26/1/2023,,,,1,17/2/2023 4:35pm,22,
PB02623-03-2023-02-07T16:12:00.000Z,7/2/2023 10:12am,PB02623-03,DDG5,26/1/2023,,3,,1,9/2/2023 10:12am,12,
PB02623-04-2023-02-07T16:15:00.000Z,7/2/2023 10:15am,PB02623-04,DDG6,26/1/2023,,3,,1,9/2/2023 10:15am,12,
"PB02623-04, PB02723-04, PB03023-04-2023-02-16T14:34:00.000Z",16/2/2023 8:34am,"PB02623-04,PB02723-04,PB03023-04",DDG6,"26/1/2023, 27/1/2023, 30/1/2023",,,,1,16/2/2023 8:35am,NaN,
"PB02723-02, PB02623-02-2023-02-13T14:31:00.000Z",13/2/2023 8:31am,"PB02723-02,PB02623-02",DDG3,"27/1/2023, 26/1/2023",,,,1,13/2/2023 8:31am,NaN,
"PB02723-04, PB02623-04-2023-02-13T14:33:00.000Z",13/2/2023 8:33am,"PB02723-04,PB02623-04",DDG6,"27/1/2023, 26/1/2023",,,,1,13/2/2023 8:33am,NaN,
PB03023-01-2023-02-10T22:19:00.000Z,10/2/2023 4:19pm,PB03023-01,DDG 2,30/1/2023,,,,1,10/2/2023 4:19pm,11,
"PB03023-01, PB02423-02, PB02623-01, PB02323-01, PB02323-02, PB01723-01, PB01823-01, PB01323-01-2023-02-15T15:27:00.000Z",15/2/2023 9:27am,"PB03023-01,PB02423-02,PB02623-01,PB02323-01,PB02323-02,PB01723-01,PB01823-01,PB01323-01",DDG 2,"30/1/2023, 24/1/2023, 26/1/2023, 23/1/2023, 23/1/2023, 17/1/2023, 18/1/2023, 13/1/2023",,,,1,15/2/2023 9:27am,NaN,
"PB03023-01, PB03023-02, PB03023-03, PB03023-04-2023-02-10T22:18:00.000Z",10/2/2023 4:18pm,"PB03023-01,PB03023-02,PB03023-03,PB03023-04",,"30/1/2023, 30/1/2023, 30/1/2023, 30/1/2023",,2,,,10/2/2023 4:18pm,NaN,
PB03023-02-2023-02-10T22:19:00.000Z,10/2/2023 4:19pm,PB03023-02,DDG3,30/1/2023,,,,1,10/2/2023 4:19pm,11,
"PB03023-02, PB02723-02, PB02623-02-2023-02-16T14:33:00.000Z",16/2/2023 8:33am,"PB03023-02,PB02723-02,PB02623-02",DDG3,"30/1/2023, 27/1/2023, 26/1/2023",,,,1,16/2/2023 8:34am,NaN,
PB03023-03-2023-02-10T22:20:00.000Z,10/2/2023 4:20pm,PB03023-03,DDG5,30/1/2023,,,,1,10/2/2023 4:20pm,11,
"PB03023-03, PB02623-03, PB02723-03-2023-02-16T14:32:00.000Z",16/2/2023 8:32am,"PB03023-03,PB02623-03,PB02723-03",DDG5,"30/1/2023, 26/1/2023, 27/1/2023",,,,1,16/2/2023 8:33am,NaN,
PB03023-04-2023-02-10T22:20:00.000Z,10/2/2023 4:20pm,PB03023-04,DDG6,30/1/2023,,,,1,10/2/2023 4:20pm,11,
PB33022-01-2022-11-28T17:03:00.000Z,28/11/2022 11:03am,PB33022-01,DDG 2,26/11/2022,100.0,,,,9/1/2023 4:28pm,2,
PB33022-01-2022-12-01T14:39:00.000Z,1/12/2022 8:39am,PB33022-01,DDG 2,26/11/2022,,,,0.5,9/1/2023 4:34pm,5,
PB33022-01-2022-12-07T14:40:00.000Z,7/12/2022 8:40am,PB33022-01,DDG 2,26/11/2022,,,,0.5,9/1/2023 4:34pm,11,
PB33022-01-2022-12-08T19:30:00.000Z,8/12/2022 1:30pm,PB33022-01,,26/11/2022,,,,,9/1/2023 4:34pm,12,
PB33022-01-2022-12-12T14:30:00.000Z,12/12/2022 8:30am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,16,
PB33022-01-2022-12-13T14:28:00.000Z,13/12/2022 8:28am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,17,
PB33022-01-2022-12-14T15:16:00.000Z,14/12/2022 9:16am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,18,
PB33022-01-2022-12-15T14:32:00.000Z,15/12/2022 8:32am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,19,
PB33022-01-2022-12-16T14:47:00.000Z,16/12/2022 8:47am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,20,
PB33022-01-2022-12-19T14:53:00.000Z,19/12/2022 8:53am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,23,
PB33022-01-2022-12-22T15:26:00.000Z,22/12/2022 9:26am,PB33022-01,,26/11/2022,,2,22/12/2022,,9/1/2023 4:34pm,26,
PB33022-01-2022-12-23T17:40:00.000Z,23/12/2022 11:40am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,27,
PB33022-01-2022-12-24T16:31:00.000Z,24/12/2022 10:31am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,28,
PB33022-01-2022-12-27T14:35:00.000Z,27/12/2022 8:35am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,31,
PB33022-01-2022-12-28T14:35:00.000Z,28/12/2022 8:35am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,32,
PB33022-01-2022-12-29T14:30:00.000Z,29/12/2022 8:30am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,33,
PB33022-01-2022-12-30T14:41:00.000Z,30/12/2022 8:41am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,34,
PB33022-01-2022-12-31T14:23:00.000Z,31/12/2022 8:23am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,35,
PB33022-01-2023-01-03T14:31:00.000Z,3/1/2023 8:31am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,38,
PB33022-01-2023-01-04T14:42:00.000Z,4/1/2023 8:42am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,39,
PB33022-01-2023-01-05T15:15:00.000Z,5/1/2023 9:15am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,40,
PB33022-01-2023-01-05T15:37:00.000Z,5/1/2023 9:37am,PB33022-01,,26/11/2022,,2,5/1/2023,,9/1/2023 4:34pm,40,
PB33022-01-2023-01-06T15:03:00.000Z,6/1/2023 9:03am,PB33022-01,DDG 2,26/11/2022,,,,1,9/1/2023 4:34pm,41,
PB33222-01-2022-11-29T15:45:00.000Z,29/11/2022 9:45am,PB33222-01,DDG 2,28/11/2022,100.0,,,,9/1/2023 4:34pm,1,
PB33222-01-2022-12-10T18:59:00.000Z,10/12/2022 12:59pm,PB33222-01,,28/11/2022,,,,,9/1/2023 4:34pm,12,
PB33222-01-2022-12-12T14:30:00.000Z,12/12/2022 8:30am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,14,
PB33222-01-2022-12-13T14:28:00.000Z,13/12/2022 8:28am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,15,
PB33222-01-2022-12-14T15:16:00.000Z,14/12/2022 9:16am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,16,
PB33222-01-2022-12-15T14:32:00.000Z,15/12/2022 8:32am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,17,
PB33222-01-2022-12-16T14:47:00.000Z,16/12/2022 8:47am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,18,
PB33222-01-2022-12-19T14:53:00.000Z,19/12/2022 8:53am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,21,
PB33222-01-2022-12-23T17:40:00.000Z,23/12/2022 11:40am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,25,
PB33222-01-2022-12-24T16:33:00.000Z,24/12/2022 10:33am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,26,
PB33222-01-2022-12-27T14:35:00.000Z,27/12/2022 8:35am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,29,
PB33222-01-2022-12-28T14:35:00.000Z,28/12/2022 8:35am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,30,
PB33222-01-2022-12-29T14:30:00.000Z,29/12/2022 8:30am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,31,
PB33222-01-2022-12-30T14:41:00.000Z,30/12/2022 8:41am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,32,
PB33222-01-2022-12-30T14:50:00.000Z,30/12/2022 8:50am,PB33222-01,,28/11/2022,,2,30/12/2022,,9/1/2023 4:34pm,32,
PB33222-01-2022-12-31T14:23:00.000Z,31/12/2022 8:23am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,33,
PB33222-01-2023-01-03T14:31:00.000Z,3/1/2023 8:31am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,36,
PB33222-01-2023-01-04T14:42:00.000Z,4/1/2023 8:42am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,37,
PB33222-01-2023-01-05T15:15:00.000Z,5/1/2023 9:15am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,38,
PB33222-01-2023-01-05T15:37:00.000Z,5/1/2023 9:37am,PB33222-01,,28/11/2022,,2,5/1/2023,,9/1/2023 4:34pm,38,
PB33222-01-2023-01-06T15:03:00.000Z,6/1/2023 9:03am,PB33222-01,DDG 2,28/11/2022,,,,1,9/1/2023 4:34pm,39,
PB33222-05-2022-11-29T15:50:00.000Z,29/11/2022 9:50am,PB33222-05,DDG 1,28/11/2022,766.0,,,,9/1/2023 4:34pm,1,
PB33222-05-2022-12-06T14:25:00.000Z,6/12/2022 8:25am,PB33222-05,DDG 1,28/11/2022,,,,2,9/1/2023 4:34pm,8,
PB33222-05-2022-12-08T15:57:00.000Z,8/12/2022 9:57am,PB33222-05,DDG 1,28/11/2022,,,,2,9/1/2023 4:34pm,10,
PB33222-05-2022-12-12T14:52:00.000Z,12/12/2022 8:52am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,14,
PB33222-05-2022-12-13T14:31:00.000Z,13/12/2022 8:31am,PB33222-05,,28/11/2022,,2,13/12/2022,,9/1/2023 4:34pm,15,
PB33222-05-2022-12-13T15:05:00.000Z,13/12/2022 9:05am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,15,
PB33222-05-2022-12-15T15:02:00.000Z,15/12/2022 9:02am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,17,
PB33222-05-2022-12-20T15:11:00.000Z,20/12/2022 9:11am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,22,
PB33222-05-2022-12-21T15:07:00.000Z,21/12/2022 9:07am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,23,
PB33222-05-2022-12-22T15:56:00.000Z,22/12/2022 9:56am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,24,
PB33222-05-2022-12-23T17:51:00.000Z,23/12/2022 11:51am,PB33222-05,P SOYA,28/11/2022,,,,1,9/1/2023 4:34pm,25,
PB33222-05-2022-12-23T17:55:00.000Z,23/12/2022 11:55am,PB33222-05,,28/11/2022,,3,23/12/2022,,9/1/2023 4:34pm,25,
PB33222-05-2022-12-28T15:06:00.000Z,28/12/2022 9:06am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,30,
PB33222-05-2022-12-28T15:06:00.000Z,28/12/2022 9:06am,PB33222-05,,28/11/2022,,2,28/12/2022,,9/1/2023 4:34pm,30,
PB33222-05-2022-12-29T20:19:00.000Z,29/12/2022 2:19pm,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,31,
PB33222-05-2023-01-02T15:36:00.000Z,2/1/2023 9:36am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,35,
PB33222-05-2023-01-03T15:18:00.000Z,3/1/2023 9:18am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,36,
PB33222-05-2023-01-04T14:51:00.000Z,4/1/2023 8:51am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,37,
PB33222-05-2023-01-06T15:16:00.000Z,6/1/2023 9:16am,PB33222-05,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,39,
PB33222-06-2022-11-29T15:49:00.000Z,29/11/2022 9:49am,PB33222-06,DDG 1,28/11/2022,500.0,,,,9/1/2023 4:34pm,1,
PB33222-06-2022-12-06T14:25:00.000Z,6/12/2022 8:25am,PB33222-06,DDG 1,28/11/2022,,,,2,9/1/2023 4:34pm,8,
PB33222-06-2022-12-08T15:57:00.000Z,8/12/2022 9:57am,PB33222-06,DDG 1,28/11/2022,,,,2,9/1/2023 4:34pm,10,
PB33222-06-2022-12-12T14:52:00.000Z,12/12/2022 8:52am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,14,
PB33222-06-2022-12-13T15:05:00.000Z,13/12/2022 9:05am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,15,
PB33222-06-2022-12-15T15:02:00.000Z,15/12/2022 9:02am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,17,
PB33222-06-2022-12-16T14:58:00.000Z,16/12/2022 8:58am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,18,
PB33222-06-2022-12-20T15:11:00.000Z,20/12/2022 9:11am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,22,
PB33222-06-2022-12-21T15:07:00.000Z,21/12/2022 9:07am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,23,
PB33222-06-2022-12-22T15:56:00.000Z,22/12/2022 9:56am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,24,
PB33222-06-2022-12-22T15:57:00.000Z,22/12/2022 9:57am,PB33222-06,,28/11/2022,,2,22/12/2022,,9/1/2023 4:34pm,24,
PB33222-06-2022-12-29T20:19:00.000Z,29/12/2022 2:19pm,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,31,
PB33222-06-2022-12-30T15:37:00.000Z,30/12/2022 9:37am,PB33222-06,P SOYA,28/11/2022,,,,3,9/1/2023 4:34pm,32,
PB33222-06-2023-01-02T15:36:00.000Z,2/1/2023 9:36am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,35,
PB33222-06-2023-01-03T15:18:00.000Z,3/1/2023 9:18am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,36,
PB33222-06-2023-01-03T15:20:00.000Z,3/1/2023 9:20am,PB33222-06,,28/11/2022,,2,3/1/2023,,9/1/2023 4:34pm,36,
PB33222-06-2023-01-04T14:51:00.000Z,4/1/2023 8:51am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,37,
PB33222-06-2023-01-06T15:16:00.000Z,6/1/2023 9:16am,PB33222-06,P SOYA,28/11/2022,,,,2,9/1/2023 4:34pm,39,
PB33422-01-2022-11-30T22:16:00.000Z,30/11/2022 4:16pm,PB33422-01,,30/11/2022,76.0,,,,9/1/2023 4:34pm,0,
